seed,primary_cluster_id,subcluster_id,objective,seed_number,curve_class,final_interpretation_class,monotonicity_reliability
213,vi_C01,vi_C01_Sc01,14.2737769536672,213,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
221,vi_C01,vi_C01_Sc01,14.4127033115768,221,inverted_u_shaped,inverted_u_shaped,caution_small_gap
255,vi_C01,vi_C01_Sc01,15.5076195879263,255,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
261,vi_C01,vi_C01_Sc01,15.191965691947,261,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
268,vi_C01,vi_C01_Sc01,15.0811946582069,268,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
270,vi_C01,vi_C01_Sc01,15.4727984467729,270,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
281,vi_C01,vi_C01_Sc01,14.6066431703641,281,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
291,vi_C01,vi_C01_Sc01,14.7490347936201,291,inverted_u_shaped,inverted_u_shaped,caution_small_gap
300,vi_C01,vi_C01_Sc01,14.3445624703916,300,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
303,vi_C01,vi_C01_Sc01,14.3937022134963,303,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
304,vi_C01,vi_C01_Sc01,14.479321083753,304,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
320,vi_C01,vi_C01_Sc01,14.6357450619148,320,inverted_u_shaped,inverted_u_shaped,caution_small_gap
321,vi_C01,vi_C01_Sc01,15.2683517516724,321,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
336,vi_C01,vi_C01_Sc01,15.0194976860659,336,inverted_u_shaped,inverted_u_shaped,caution_small_gap
338,vi_C01,vi_C01_Sc01,14.4031495194268,338,inverted_u_shaped,inverted_u_shaped,caution_small_gap
342,vi_C01,vi_C01_Sc01,16.1323975469089,342,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
343,vi_C01,vi_C01_Sc01,14.7702793852123,343,monotone_increasing,unreliable_small_spectral_gap,unreliable_small_gap
350,vi_C01,vi_C01_Sc01,15.5715392425666,350,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
351,vi_C01,vi_C01_Sc01,14.619521302283,351,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
354,vi_C01,vi_C01_Sc01,16.105946548055,354,monotone_increasing,unreliable_small_spectral_gap,unreliable_small_gap
360,vi_C01,vi_C01_Sc01,15.7190505387469,360,u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
363,vi_C01,vi_C01_Sc01,14.9898037056304,363,u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
366,vi_C01,vi_C01_Sc01,14.1340195166425,366,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
367,vi_C01,vi_C01_Sc01,15.857412330271,367,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
373,vi_C01,vi_C01_Sc01,14.8431899483084,373,inverted_u_shaped,inverted_u_shaped,caution_small_gap
377,vi_C01,vi_C01_Sc01,16.0216567278227,377,monotone_increasing,monotone_increasing,reliable
385,vi_C01,vi_C01_Sc01,15.0943462036252,385,inverted_u_shaped,inverted_u_shaped,caution_small_gap
391,vi_C01,vi_C01_Sc01,14.1552830094769,391,inverted_u_shaped,inverted_u_shaped,caution_small_gap
392,vi_C01,vi_C01_Sc01,14.1405923733734,392,inverted_u_shaped,inverted_u_shaped,caution_small_gap
401,vi_C01,vi_C01_Sc01,14.4457065744942,401,inverted_u_shaped,inverted_u_shaped,caution_small_gap
412,vi_C01,vi_C01_Sc01,15.1643475156436,412,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
418,vi_C01,vi_C01_Sc01,15.3421778220828,418,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
422,vi_C01,vi_C01_Sc01,14.6766063548329,422,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
437,vi_C01,vi_C01_Sc01,14.5320564508187,437,inverted_u_shaped,inverted_u_shaped,caution_small_gap
461,vi_C01,vi_C01_Sc01,14.708597162462,461,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
462,vi_C01,vi_C01_Sc01,14.2459972225785,462,inverted_u_shaped,inverted_u_shaped,caution_small_gap
463,vi_C01,vi_C01_Sc01,14.6842202396694,463,inverted_u_shaped,inverted_u_shaped,caution_small_gap
480,vi_C01,vi_C01_Sc01,14.6779783627975,480,inverted_u_shaped,inverted_u_shaped,caution_small_gap
481,vi_C01,vi_C01_Sc01,15.2245637403853,481,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
490,vi_C01,vi_C01_Sc01,14.7421944498282,490,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
493,vi_C01,vi_C01_Sc01,15.0840421897196,493,monotone_increasing,monotone_increasing,reliable
498,vi_C01,vi_C01_Sc01,14.2599499346324,498,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
62,vi_C01,vi_C01_Sc02,15.6498438070802,62,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
82,vi_C01,vi_C01_Sc02,16.4985177675991,82,u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
111,vi_C01,vi_C01_Sc02,15.4583464389937,111,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
123,vi_C01,vi_C01_Sc02,18.4770677036942,123,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
127,vi_C01,vi_C01_Sc02,15.7795381464619,127,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
154,vi_C01,vi_C01_Sc02,16.0855942484328,154,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
243,vi_C01,vi_C01_Sc02,15.0078833098052,243,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
247,vi_C01,vi_C01_Sc02,16.3761581821731,247,complex_nonmonotone,complex_nonmonotone,caution_small_gap
249,vi_C01,vi_C01_Sc02,15.4443965953244,249,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
257,vi_C01,vi_C01_Sc02,15.1237270478845,257,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
267,vi_C01,vi_C01_Sc02,15.219539371695,267,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
276,vi_C01,vi_C01_Sc02,15.5886822809226,276,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
290,vi_C01,vi_C01_Sc02,14.9903319373581,290,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
302,vi_C01,vi_C01_Sc02,18.2012458846135,302,u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
306,vi_C01,vi_C01_Sc02,15.4342469145988,306,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
312,vi_C01,vi_C01_Sc02,15.1144403389313,312,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
407,vi_C01,vi_C01_Sc02,19.1069848078908,407,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
409,vi_C01,vi_C01_Sc02,15.3529940266886,409,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
413,vi_C01,vi_C01_Sc02,15.717493312723,413,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
433,vi_C01,vi_C01_Sc02,16.3786348343136,433,complex_nonmonotone,complex_nonmonotone,caution_small_gap
434,vi_C01,vi_C01_Sc02,18.807754239088,434,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
464,vi_C01,vi_C01_Sc02,19.9731457731525,464,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
3,vi_C02,vi_C02_Sc01,14.458109180594,3,monotone_increasing,monotone_increasing,caution_small_gap
5,vi_C02,vi_C02_Sc01,15.3433158545905,5,inverted_u_shaped,inverted_u_shaped,caution_small_gap
6,vi_C02,vi_C02_Sc01,14.195932649505,6,inverted_u_shaped,inverted_u_shaped,caution_small_gap
11,vi_C02,vi_C02_Sc01,14.3378440464882,11,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
12,vi_C02,vi_C02_Sc01,14.3619344236707,12,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
13,vi_C02,vi_C02_Sc01,14.8800857905152,13,complex_nonmonotone,complex_nonmonotone,caution_small_gap
16,vi_C02,vi_C02_Sc01,14.2087521920919,16,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
20,vi_C02,vi_C02_Sc01,16.1903015779556,20,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
22,vi_C02,vi_C02_Sc01,16.0151670723314,22,complex_nonmonotone,complex_nonmonotone,caution_small_gap
24,vi_C02,vi_C02_Sc01,14.2358712089144,24,u_shaped,u_shaped,caution_small_gap
25,vi_C02,vi_C02_Sc01,14.1193277940156,25,inverted_u_shaped,inverted_u_shaped,caution_small_gap
26,vi_C02,vi_C02_Sc01,14.1747852749872,26,inverted_u_shaped,inverted_u_shaped,caution_small_gap
27,vi_C02,vi_C02_Sc01,15.6467898501536,27,complex_nonmonotone,complex_nonmonotone,caution_small_gap
30,vi_C02,vi_C02_Sc01,15.8543110070699,30,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
32,vi_C02,vi_C02_Sc01,16.2236986019864,32,inverted_u_shaped,inverted_u_shaped,reliable
34,vi_C02,vi_C02_Sc01,14.346985391902,34,complex_nonmonotone,complex_nonmonotone,caution_small_gap
36,vi_C02,vi_C02_Sc01,15.2655277560486,36,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
37,vi_C02,vi_C02_Sc01,14.7367679442088,37,complex_nonmonotone,complex_nonmonotone,caution_small_gap
39,vi_C02,vi_C02_Sc01,14.7073876879555,39,complex_nonmonotone,complex_nonmonotone,reliable
40,vi_C02,vi_C02_Sc01,14.713094115042,40,complex_nonmonotone,complex_nonmonotone,caution_small_gap
42,vi_C02,vi_C02_Sc01,14.3297399576968,42,complex_nonmonotone,complex_nonmonotone,caution_small_gap
45,vi_C02,vi_C02_Sc01,15.9217021782555,45,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
46,vi_C02,vi_C02_Sc01,15.0246603666464,46,u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
47,vi_C02,vi_C02_Sc01,14.8386700896145,47,complex_nonmonotone,complex_nonmonotone,caution_small_gap
49,vi_C02,vi_C02_Sc01,16.1457705313138,49,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
53,vi_C02,vi_C02_Sc01,14.7849892907136,53,complex_nonmonotone,complex_nonmonotone,reliable
54,vi_C02,vi_C02_Sc01,14.5734700382909,54,inverted_u_shaped,inverted_u_shaped,reliable
55,vi_C02,vi_C02_Sc01,14.9609387276027,55,complex_nonmonotone,complex_nonmonotone,reliable
58,vi_C02,vi_C02_Sc01,14.3593389433226,58,inverted_u_shaped,inverted_u_shaped,caution_small_gap
60,vi_C02,vi_C02_Sc01,14.5807915963844,60,inverted_u_shaped,inverted_u_shaped,reliable
63,vi_C02,vi_C02_Sc01,14.4598905255843,63,complex_nonmonotone,complex_nonmonotone,reliable
65,vi_C02,vi_C02_Sc01,14.3219876261131,65,inverted_u_shaped,inverted_u_shaped,caution_small_gap
69,vi_C02,vi_C02_Sc01,15.5886473278901,69,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
73,vi_C02,vi_C02_Sc01,14.3798812056278,73,complex_nonmonotone,complex_nonmonotone,caution_small_gap
74,vi_C02,vi_C02_Sc01,14.2013422413384,74,u_shaped,u_shaped,caution_small_gap
75,vi_C02,vi_C02_Sc01,15.363095781516,75,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
79,vi_C02,vi_C02_Sc01,14.5100850006914,79,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
81,vi_C02,vi_C02_Sc01,14.5585468769531,81,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
85,vi_C02,vi_C02_Sc01,14.5738872017803,85,complex_nonmonotone,complex_nonmonotone,caution_small_gap
89,vi_C02,vi_C02_Sc01,14.8478107896625,89,inverted_u_shaped,inverted_u_shaped,caution_small_gap
90,vi_C02,vi_C02_Sc01,14.1524469940988,90,monotone_decreasing,monotone_decreasing,caution_small_gap
91,vi_C02,vi_C02_Sc01,14.6014918877353,91,inverted_u_shaped,inverted_u_shaped,caution_small_gap
92,vi_C02,vi_C02_Sc01,14.4337453216442,92,complex_nonmonotone,complex_nonmonotone,reliable
93,vi_C02,vi_C02_Sc01,16.7519765164397,93,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
94,vi_C02,vi_C02_Sc01,14.4233253806748,94,complex_nonmonotone,complex_nonmonotone,caution_small_gap
95,vi_C02,vi_C02_Sc01,14.2617763056677,95,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
96,vi_C02,vi_C02_Sc01,14.4716795879501,96,complex_nonmonotone,complex_nonmonotone,reliable
100,vi_C02,vi_C02_Sc01,14.9921574256091,100,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
101,vi_C02,vi_C02_Sc01,15.2787012195287,101,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
102,vi_C02,vi_C02_Sc01,15.2016768723447,102,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
103,vi_C02,vi_C02_Sc01,14.3721078029815,103,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
107,vi_C02,vi_C02_Sc01,14.3444902431891,107,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
109,vi_C02,vi_C02_Sc01,14.1723513719332,109,complex_nonmonotone,complex_nonmonotone,caution_small_gap
113,vi_C02,vi_C02_Sc01,15.1456592999338,113,complex_nonmonotone,complex_nonmonotone,reliable
116,vi_C02,vi_C02_Sc01,16.3796252148195,116,complex_nonmonotone,complex_nonmonotone,caution_small_gap
117,vi_C02,vi_C02_Sc01,15.8810166564363,117,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
124,vi_C02,vi_C02_Sc01,14.5400133876944,124,complex_nonmonotone,complex_nonmonotone,caution_small_gap
126,vi_C02,vi_C02_Sc01,14.391366696399,126,complex_nonmonotone,complex_nonmonotone,reliable
128,vi_C02,vi_C02_Sc01,14.43852085345,128,inverted_u_shaped,inverted_u_shaped,caution_small_gap
130,vi_C02,vi_C02_Sc01,14.3522969930793,130,complex_nonmonotone,complex_nonmonotone,caution_small_gap
131,vi_C02,vi_C02_Sc01,15.0964657528719,131,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
132,vi_C02,vi_C02_Sc01,14.303723535736,132,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
134,vi_C02,vi_C02_Sc01,14.9931067543501,134,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
137,vi_C02,vi_C02_Sc01,14.5283978538405,137,complex_nonmonotone,complex_nonmonotone,caution_small_gap
139,vi_C02,vi_C02_Sc01,14.2709854843277,139,u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
143,vi_C02,vi_C02_Sc01,14.9680572031137,143,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
145,vi_C02,vi_C02_Sc01,14.3515645555648,145,complex_nonmonotone,complex_nonmonotone,caution_small_gap
148,vi_C02,vi_C02_Sc01,15.783638391811,148,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
155,vi_C02,vi_C02_Sc01,14.5414191854272,155,complex_nonmonotone,complex_nonmonotone,caution_small_gap
157,vi_C02,vi_C02_Sc01,15.9080613262338,157,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
158,vi_C02,vi_C02_Sc01,14.8833162184936,158,monotone_increasing,monotone_increasing,caution_small_gap
163,vi_C02,vi_C02_Sc01,14.4217941382111,163,complex_nonmonotone,complex_nonmonotone,caution_small_gap
165,vi_C02,vi_C02_Sc01,14.2097748650035,165,inverted_u_shaped,inverted_u_shaped,caution_small_gap
166,vi_C02,vi_C02_Sc01,14.7492487811089,166,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
169,vi_C02,vi_C02_Sc01,14.3334932764461,169,monotone_increasing,monotone_increasing,caution_small_gap
170,vi_C02,vi_C02_Sc01,15.9051734457448,170,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
171,vi_C02,vi_C02_Sc01,14.7027103013513,171,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
173,vi_C02,vi_C02_Sc01,14.2970020463567,173,complex_nonmonotone,complex_nonmonotone,caution_small_gap
174,vi_C02,vi_C02_Sc01,16.54477277263,174,u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
175,vi_C02,vi_C02_Sc01,14.7273787744903,175,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
177,vi_C02,vi_C02_Sc01,14.2928279014721,177,u_shaped,u_shaped,caution_small_gap
180,vi_C02,vi_C02_Sc01,15.142496320558,180,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
184,vi_C02,vi_C02_Sc01,16.1823651267635,184,u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
185,vi_C02,vi_C02_Sc01,15.5733149944972,185,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
189,vi_C02,vi_C02_Sc01,15.1417638071438,189,monotone_increasing,monotone_increasing,reliable
193,vi_C02,vi_C02_Sc01,15.8185836619748,193,inverted_u_shaped,inverted_u_shaped,reliable
194,vi_C02,vi_C02_Sc01,15.2745065474322,194,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
195,vi_C02,vi_C02_Sc01,14.3584660397453,195,complex_nonmonotone,complex_nonmonotone,caution_small_gap
197,vi_C02,vi_C02_Sc01,14.5226024577191,197,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
199,vi_C02,vi_C02_Sc01,14.7591669870399,199,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
200,vi_C02,vi_C02_Sc01,14.4696658867772,200,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
206,vi_C02,vi_C02_Sc01,14.9208388629254,206,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
208,vi_C02,vi_C02_Sc01,15.0634281638093,208,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
210,vi_C02,vi_C02_Sc01,14.5542856328417,210,complex_nonmonotone,complex_nonmonotone,caution_small_gap
215,vi_C02,vi_C02_Sc01,14.2505236657745,215,inverted_u_shaped,inverted_u_shaped,caution_small_gap
216,vi_C02,vi_C02_Sc01,14.6743392392298,216,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
219,vi_C02,vi_C02_Sc01,14.2879960037072,219,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
222,vi_C02,vi_C02_Sc01,14.3259836046868,222,complex_nonmonotone,complex_nonmonotone,reliable
224,vi_C02,vi_C02_Sc01,15.3848845354246,224,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
225,vi_C02,vi_C02_Sc01,16.0837822355842,225,complex_nonmonotone,complex_nonmonotone,caution_small_gap
227,vi_C02,vi_C02_Sc01,15.0398741125523,227,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
233,vi_C02,vi_C02_Sc01,14.3412661663138,233,inverted_u_shaped,inverted_u_shaped,caution_small_gap
234,vi_C02,vi_C02_Sc01,14.5657923547196,234,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
237,vi_C02,vi_C02_Sc01,14.3656293823703,237,complex_nonmonotone,complex_nonmonotone,reliable
238,vi_C02,vi_C02_Sc01,15.6642395449516,238,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
239,vi_C02,vi_C02_Sc01,14.2538482812744,239,monotone_increasing,monotone_increasing,caution_small_gap
240,vi_C02,vi_C02_Sc01,14.414646202257,240,complex_nonmonotone,complex_nonmonotone,caution_small_gap
242,vi_C02,vi_C02_Sc01,14.3048220968979,242,complex_nonmonotone,complex_nonmonotone,caution_small_gap
245,vi_C02,vi_C02_Sc01,14.3580455521939,245,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
250,vi_C02,vi_C02_Sc01,15.2128380738066,250,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
252,vi_C02,vi_C02_Sc01,14.2423447491163,252,complex_nonmonotone,complex_nonmonotone,caution_small_gap
254,vi_C02,vi_C02_Sc01,14.2049570089588,254,complex_nonmonotone,complex_nonmonotone,caution_small_gap
258,vi_C02,vi_C02_Sc01,16.4240038981573,258,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
260,vi_C02,vi_C02_Sc01,14.449502607771,260,monotone_increasing,monotone_increasing,caution_small_gap
262,vi_C02,vi_C02_Sc01,14.4726592708472,262,complex_nonmonotone,complex_nonmonotone,caution_small_gap
263,vi_C02,vi_C02_Sc01,15.0259164887243,263,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
264,vi_C02,vi_C02_Sc01,14.155814973853,264,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
265,vi_C02,vi_C02_Sc01,14.6529211108536,265,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
271,vi_C02,vi_C02_Sc01,14.6233490508228,271,complex_nonmonotone,complex_nonmonotone,reliable
274,vi_C02,vi_C02_Sc01,14.6083630995605,274,complex_nonmonotone,complex_nonmonotone,caution_small_gap
275,vi_C02,vi_C02_Sc01,14.8340198626337,275,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
279,vi_C02,vi_C02_Sc01,14.4357638089529,279,complex_nonmonotone,complex_nonmonotone,caution_small_gap
280,vi_C02,vi_C02_Sc01,14.6906610813059,280,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
282,vi_C02,vi_C02_Sc01,15.5732206758499,282,inverted_u_shaped,inverted_u_shaped,caution_small_gap
283,vi_C02,vi_C02_Sc01,14.7342079510933,283,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
286,vi_C02,vi_C02_Sc01,14.9700059558373,286,complex_nonmonotone,complex_nonmonotone,caution_small_gap
287,vi_C02,vi_C02_Sc01,14.4240963323671,287,complex_nonmonotone,complex_nonmonotone,caution_small_gap
288,vi_C02,vi_C02_Sc01,16.0735325881446,288,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
292,vi_C02,vi_C02_Sc01,14.1371976265361,292,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
294,vi_C02,vi_C02_Sc01,14.2765083530706,294,complex_nonmonotone,complex_nonmonotone,caution_small_gap
295,vi_C02,vi_C02_Sc01,15.2736712628483,295,complex_nonmonotone,complex_nonmonotone,caution_small_gap
297,vi_C02,vi_C02_Sc01,15.3024029230789,297,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
298,vi_C02,vi_C02_Sc01,15.3718300697027,298,complex_nonmonotone,complex_nonmonotone,reliable
299,vi_C02,vi_C02_Sc01,14.7508580966276,299,inverted_u_shaped,inverted_u_shaped,reliable
